Drink,Ingredient,Amount,IngredientUse,Glass,HowToMix
Rio Bravo,Freshly Peeled Ginger Slice,3,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Rio Bravo,Sagatiba Cachaca,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Rio Bravo,Orange Twist,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Rio Bravo,Lime Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Rio Bravo,Kassatly Chtaura Orgeat,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Rite of Spring,Tanqueray Gin,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rite of Spring,Pickled Ramps,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Rite of Spring,Vya Dry Vermouth,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rite of Spring,Pickled Ramp Brine,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rob Roy,Angostura Orange Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Rob Roy,Famous Grouse Blended Scotch Whisky,2.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rob Roy,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Rob Roy,Dolin Sweet Vermouth,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Romeo Y Julieta,Aftel Tobacco Essence,4,Spritz,Coupe,Stir with ice and strain into a chilled coupe
Romeo Y Julieta,Ron Zacapa Centenario 23 Rum,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Romeo Y Julieta,Campari,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Romeo Y Julieta,Carpano Antica Sweet Vermouth,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rose,Brandied Cherry,3,Garnish,Coupe,Stir with ice and fine-strain into a chilled coupe
Rose,Noilly Prat Dry Vermouth,2oz,Build,Coupe,Stir with ice and fine-strain into a chilled coupe
Rose,Clear Creek Kirschwasser,1oz,Build,Coupe,Stir with ice and fine-strain into a chilled coupe
Rose,Bonne Maman Raspberry Preserves,1barspoon,Build,Coupe,Stir with ice and fine-strain into a chilled coupe
Rosita,Angostura Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Rosita,Partida Reposado Tequila,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rosita,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Rosita,Campari,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rosita,Dolin Dry Vermouth,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rosita,Martini Sweet Vermouth,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Royal Bermuda Yachtclub Cocktail,Mount Gay Eclipse Amber Rum,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Royal Bermuda Yachtclub Cocktail,Lime Juice,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Royal Bermuda Yachtclub Cocktail,Lime Wheel,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Royal Bermuda Yachtclub Cocktail,Cointreau,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Royal Bermuda Yachtclub Cocktail,John D. Taylor's Velvet Falernum,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rust Belt,Angostura Bitters,2,Spritz,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rust Belt,Barbancourt 8-Year-Old Rhum,1.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rust Belt,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rust Belt,Lemon Juice,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rust Belt,Lime Juice,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rust Belt,Navan Vanilla Liqueur,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rust Belt,Kassatly Chtaura Orgeat,.25oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rusty Nail,Famous Grouse Blended Scotch Whisky,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rusty Nail,Drambuie,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rye Witch,Rittenhouse Bonded Rye Whiskey,2oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Rye Witch,House Orange Bitters,2dashes,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Rye Witch,Orange Peel,1,Twist,Rocks,Stir with ice and strain into a chilled rocks glass
Rye Witch,Sugar Cube,1,Muddle,Rocks,Stir with ice and strain into a chilled rocks glass
Rye Witch,Lustau Palo Cortado Sherry,.25oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Rye Witch,Strega,.25oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Sage Old Buck,Whole Black Peppercorn,8,Muddle,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Sage Old Buck,Benromach 12-Year-Old Single Malt Scotch Whisky,1.5oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Sage Old Buck,Sage Leaf,1,Garnish,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Sage Old Buck,House Ginger Beer,.75oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Sage Old Buck,Lemon Juice,.75oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Sage Old Buck,Simple Syrup,.75oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Sage Old Buck,Belle de Brillet,.5oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Sage Old Buck,Eurovanille Vanilla Syrup,.25oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Sazerac,Peychaud's Bitters,3dashes,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Sazerac,Rittenhouse Bonded Rye Whiskey,2oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Sazerac,Angostura Bitters,2dashes,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Sazerac,Demerara Sugar Cube,1,Muddle,Rocks,Stir with ice and strain into a chilled rocks glass
Sazerac,Lemon Peel,1,Twist,Rocks,Stir with ice and strain into a chilled rocks glass
Sazerac,Vieux Pontarlier Absinthe,,Rinse,Rocks,Stir with ice and strain into a chilled rocks glass
Seelbach Cocktail,Peychaud's Bitters,3dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Seelbach Cocktail,Moet Imperial Champagne,2oz,Top,Coupe,Stir with ice and strain into a chilled coupe
Seelbach Cocktail,Angostura Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Seelbach Cocktail,Bulleit Bourbon,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Seelbach Cocktail,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Seelbach Cocktail,Cointreau,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Shaddock Rose,El Tesoro Reposado Tequila,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Shaddock Rose,House Orange Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Shaddock Rose,Peychaud's Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Shaddock Rose,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Shaddock Rose,Small Hand Foods Grapefruit Cordial,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Shiso Delicious,Shiso Leaves,2,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Shiso Delicious,Aviation Gin,1.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Shiso Delicious,Red Bell Pepper Slice,1,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Shiso Delicious,Lemon Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Shiso Delicious,Grapefruit Juice,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Shiso Delicious,Martinique Sugar Cane Syrup,.25oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Shiso Malt Sour,Yamazaki 12-Year-Old Japanese Single Malt Whisky,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Shiso Malt Sour,Shiso Leaves,2,Muddle,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Shiso Malt Sour,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Shiso Malt Sour,Shiso Leaves,1,Garnish,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Shiso Malt Sour,Lime Juice,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Shiso Malt Sour,Simple Syrup,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Shiso Malt Sour,Vieux Pontarlier Absinthe,.25oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Sidecar,Remy Martin V.S.O.P. Cognac,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Sidecar,Cointreau,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Sidecar,Lemon Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Sidecar,Simple Syrup,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Sidecar,Sugar,,Rim,Coupe,Shake with ice and strain into a chilled coupe
Siesta,El Tesoro Reposado Tequila,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Siesta,Grapefruit Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Siesta,Campari,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Siesta,Grapefruit Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Siesta,Lime Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Siesta,Simple Syrup,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Silk Road,Black Sesame-Infused Krogstad Aquavit,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Silk Road,Angostura Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Silk Road,Peychaud's Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Silk Road,Flamed Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Silk Road,Caramelized Simple Syrup,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Silver Lining,Club Soda,1oz,Top,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Lining,Old Overholt Rye Whiskey,1.5oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Lining,Egg White,1,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Lining,Lemon Juice,.75oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Lining,Licor 43,.75oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Lining,Simple Syrup,.25oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Root Beer Fizz,Fitz's Root Beer,2oz,Top,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Root Beer Fizz,Mount Gay Eclipse White Rum,1oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Root Beer Fizz,Smith & Cross Jamaican Rum,1oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Root Beer Fizz,Egg White,1,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Root Beer Fizz,Pinch Grated Nutmeg,1,Garnish,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Root Beer Fizz,Lemon Juice,.5oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Root Beer Fizz,Pineapple Juice,.5oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Silver Sangaree,Kirsch Brandied Cherry,4,Muddle,Wine,"Dry-shake, then shake with ice and strain into a chilled wine glass"
Silver Sangaree,Paumanok Cabernet Franc,1.5oz,Build,Wine,"Dry-shake, then shake with ice and strain into a chilled wine glass"
Silver Sangaree,Egg White,1,Build,Wine,"Dry-shake, then shake with ice and strain into a chilled wine glass"
Silver Sangaree,Pinch Grated Nutmeg,1,Garnish,Wine,"Dry-shake, then shake with ice and strain into a chilled wine glass"
Silver Sangaree,Lemon Juice,.75oz,Build,Wine,"Dry-shake, then shake with ice and strain into a chilled wine glass"
Silver Sangaree,Clove Syrup,.5oz,Build,Wine,"Dry-shake, then shake with ice and strain into a chilled wine glass"
Silver Sangaree,Dow's Ruby Port,.5oz,Build,Wine,"Dry-shake, then shake with ice and strain into a chilled wine glass"
Silver Sangaree,Famous Grouse Blended Scotch Whisky,.5oz,Build,Wine,"Dry-shake, then shake with ice and strain into a chilled wine glass"
Singapore Sling,Pineapple Juice,2oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,Angostura Bitters,1dash,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,Plymouth Gin,1.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,Cherry,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,Pineapple Slice,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,Cherry Heering,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,House Grenadine,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,Benedictine,.25oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,Cointreau,.25oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Singapore Sling,Lime Juice,.25oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Single Malt Sangaree,Paumanok Cabernet Franc,2oz,Build,Mug,Heat everything and served in a pre-warmed heatproof mug
Single Malt Sangaree,Dubonnet Rouge,1oz,Build,Mug,Heat everything and served in a pre-warmed heatproof mug
Single Malt Sangaree,Oban 14-Year-Old Single Malt Scotch Whisky,1oz,Build,Mug,Heat everything and served in a pre-warmed heatproof mug
Single Malt Sangaree,Demerara Syrup,1barspoon,Build,Mug,Heat everything and served in a pre-warmed heatproof mug
Single Malt Sangaree,Cinnamon Stick,1,Garnish,Mug,Heat everything and served in a pre-warmed heatproof mug
Single Malt Sangaree,Orange Peel,1,Twist,Mug,Heat everything and served in a pre-warmed heatproof mug
Single Malt Sangaree,Grand Marnier,.75oz,Build,Mug,Heat everything and served in a pre-warmed heatproof mug
Sloe Gin Fizz,Club Soda,3oz,Top,Fizz,Shake with ice and strain into a chilled fizz glass
Sloe Gin Fizz,Plymouth Gin,1oz,Build,Fizz,Shake with ice and strain into a chilled fizz glass
Sloe Gin Fizz,Plymouth Sloe Gin,1oz,Build,Fizz,Shake with ice and strain into a chilled fizz glass
Sloe Gin Fizz,Lemon Juice,.75oz,Build,Fizz,Shake with ice and strain into a chilled fizz glass
Sloe Gin Fizz,Simple Syrup,.25oz,Build,Fizz,Shake with ice and strain into a chilled fizz glass
Smoky Grove,Compass Box Peat Monster Blended Malt Scotch Whisky,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Smoky Grove,Angostura Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Smoky Grove,House Orange Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Smoky Grove,Flamed Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Smoky Grove,Carpano Antica Sweet Vermouth,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Smoky Grove,Dolin Dry Vermouth,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Solstice,Rittenhouse Bonded Rye Whiskey,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Solstice,Dubonnet Rouge,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Solstice,Laird's Bonded Apple Brandy,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Solstice,Nonino Amaro,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Solstice,House Grenadine,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
South Slope,Lemon Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
South Slope,Aperol,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
South Slope,Beefeater Gin,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
South Slope,Lillet Blanc,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
South Slope,Lemon Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
South Slope,Marie Brizard Orange Curacao,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Southside,Mint Leaf,4,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Southside,Plymouth Gin,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Southside,Lemon Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Southside,Simple Syrup,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Spice Market,Masumi Arabashiri Sake,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Spice Market,Beefeater 24 Gin,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Spice Market,John D. Taylor's Velvet Falernum,1barspoon,Build,Coupe,Stir with ice and strain into a chilled coupe
Spice Market,Aftel Clove Essence,1,Spritz,Coupe,Stir with ice and strain into a chilled coupe
St. Rita,Moet Imperial Champagne,2oz,Top,Egg Coupe,Shake with ice and strain into a chilled egg coupe
St. Rita,Clear Creek Plum Brandy,1.5oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
St. Rita,Edible Orchid,1,Garnish,Egg Coupe,Shake with ice and strain into a chilled egg coupe
St. Rita,Marivani Lavender Essence,1,Spritz,Egg Coupe,Shake with ice and strain into a chilled egg coupe
St. Rita,Lime Juice,.75oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
St. Rita,Honey Syrup,.5oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
St. Rita,Zwack,.5oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Staggerac,Peychaud's Bitters,3dashes,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Staggerac,George T. Stagg Bourbon,2oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Staggerac,Angostura Bitters,2dashes,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Staggerac,Lemon Peel,1,Twist,Rocks,Stir with ice and strain into a chilled rocks glass
Staggerac,Sugar Cube,1,Muddle,Rocks,Stir with ice and strain into a chilled rocks glass
Staggerac,Edouard Absinthe,,Rinse,Rocks,Stir with ice and strain into a chilled rocks glass
Statesman,Beefeater 24 Gin,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Statesman,Regan's Orange Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Statesman,Green Chartreuse,1barspoon,Build,Coupe,Stir with ice and strain into a chilled coupe
Statesman,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Statesman,Rothman & Winter Orchard Pear,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Swiss Mist,Plymouth Gin,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Swiss Mist,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Swiss Mist,Kubler Absinthe,1,Spritz,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Swiss Mist,Grapefruit Syrup,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Swiss Mist,Lemon Juice,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Swollen Gland,Peychaud's Bitters,4dashes,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Swollen Gland,Berkshire Mountain Distillers' Greylock Gin,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Swollen Gland,Cucumber Ribbon,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Swollen Gland,Orange Juice,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Swollen Gland,Yellow Chartreuse,.25oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Swollen Gland,Vieux Pontarlier Absinthe,,Rinse,Coupe,Shake with ice and fine-strain into a chilled coupe
T&T,Angostura Bitters,2dashes,Build,Coupe,Shake with ice and strain into a chilled coupe
T&T,Siembra Azul Blanco Tequila,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
T&T,Sombra Mezcal,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
T&T,Tamarind Puree,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
T&T,Orange Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
T&T,Benedictine,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Talbott Leaf,Mint Leaf,6,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Talbott Leaf,Old Grand-Dad Bonded Bourbon,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Talbott Leaf,Bonne Maman Strawberry Preserves,1barspoon,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Talbott Leaf,Mint Leaf,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Talbott Leaf,Lemon Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Talbott Leaf,Green Chartreuse,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Talbott Leaf,Cynar,.25oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Tao of Pooh,Liquiteria Coconut Water,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Tao of Pooh,The Bitter Truth Lemon Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Tao of Pooh,42 Below Manuka Honey Vodka,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Tao of Pooh,Galliano L'Autentico,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
There Will Be Blood,Old Grand-Dad Bonded Bourbon,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
There Will Be Blood,Flamed Orange Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
There Will Be Blood,Blood Orange Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
There Will Be Blood,Godiva Original Liqueur,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Tipperary Cocktail,Black Bush Irish Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Tipperary Cocktail,Carpano Antica Sweet Vermouth,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Tipperary Cocktail,Green Chartreuse,,Rinse,Coupe,Stir with ice and strain into a chilled coupe
Ti-Punch,Neisson Rhum Reserve Speciale,2oz,Build,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Ti-Punch,Martinique Sugar Cane Syrup,1barspoon,Build,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Ti-Punch,Lime Disc,1,Build,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Tom Collins,Club Soda,2oz,Top,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Tom Collins,Hayman's Old Tom Gin,2oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Tom Collins,Lemon Wedge,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Tom Collins,Lemon Juice,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Tom Collins,Simple Syrup,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Tommy's Margarita,L & J Blanco Tequila,2oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Tommy's Margarita,Agave Syrup,1oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Tommy's Margarita,Lime Juice,1oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Triborough,Wild Turkey Rye Whiskey,2oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Triborough,Angostura Bitters,1dash,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Triborough,Orange Twist,1,Garnish,Rocks,Stir with ice and strain into a chilled rocks glass
Triborough,Amaro Ciociaro,.5oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Triborough,Clear Creek Kirschwasser,.5oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Triborough,Punt e Mes,.5oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass
Trident,Fee Brothers Peach Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Trident,Krogstad Aquavit,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Trident,Lustau Manzanilla Sherry,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Trident,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Trident,Cynar,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Tuxedo,Plymouth Gin,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Tuxedo,House Orange Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Tuxedo,Dolin Dry Vermouth,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Tuxedo,Cherry,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Tuxedo,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Tuxedo,Luxardo Maraschino Liqueur,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Tuxedo,Vieux Pontarlier Absinthe,,Rinse,Coupe,Stir with ice and strain into a chilled coupe
Up to Date,Wild Turkey Rye Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Up to Date,Angostura Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Up to Date,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Up to Date,Lustau Manzanilla Sherry,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Up to Date,Grand Marnier,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Vaccari,The Bitter Truth Grapefruit Bitters,1dash,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vaccari,The Bitter Truth Lemon Bitters,1dash,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vaccari,Chamomile-Infused Compass Box Asyla Blended Scotch Whisky,1.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vaccari,Grapefruit Twist,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vaccari,Dolin Dry Vermouth,.75oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Vaccari,Galliano L'Autentico,.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
